year,month,day,airline,origin_airport,stop_over_airport,destination_airport,origin_departure_delay,stop_over_arival_time,stop_over_arrival_delay,stop_over_departure_time,stop_over_departure_delay,destination_arrival_delay
2015,12,15,AA,SFO,ORD,JFK,-6,1100,-17,1236,-4,-31
2015,12,15,AA,SFO,ORD,JFK,-3,1555,-14,1830,-5,-23
2015,12,15,B6,SFO,FLL,JFK,-2,1827,-13,2038,48,33
2015,12,15,B6,SFO,FLL,JFK,-2,1827,-13,1936,87,73
2015,12,15,AA,SFO,ORD,JFK,-6,1727,-12,1830,-5,-23
2015,12,15,B6,SFO,FLL,JFK,-1,652,-8,828,0,2
2015,12,16,AA,SFO,MIA,JFK,2,1455,-13,1650,-5,-7
2015,12,16,AA,SFO,LAX,JFK,0,1140,2,1423,8,19
2015,12,16,AA,SFO,LAX,JFK,0,1140,2,1311,-4,-19
2015,12,16,AA,SFO,LAX,JFK,-3,1953,-6,2233,3,-27
2015,12,16,AA,SFO,LAX,JFK,-3,1953,-6,2124,-6,-14
2015,12,16,AA,SFO,LAX,JFK,-3,2052,-9,2327,-3,-12
2015,12,16,AA,SFO,LAX,JFK,-3,2052,-9,2233,3,-27
2015,12,16,AA,SFO,LAX,JFK,-4,2147,-14,2327,-3,-12
2015,12,18,B6,SFO,LAS,JFK,-6,936,3,1214,6,-5
2015,12,18,B6,SFO,LAS,JFK,61,1949,53,2136,1,-11
2015,12,19,DL,SFO,DTW,JFK,10,1835,-31,1959,29,30
2015,12,19,DL,SFO,DTW,JFK,3,621,-12,859,24,23
2015,12,28,B6,SFO,BOS,JFK,-5,1628,-1,1842,1,-3
2015,12,28,B6,SFO,BOS,JFK,-10,538,-10,729,6,-1
2015,12,29,AA,SFO,CLT,JFK,-1,802,-3,921,6,2
2015,12,29,AA,SFO,CLT,JFK,-3,1907,-5,2101,51,49
2015,12,29,AA,SFO,CLT,JFK,-3,2109,-1,2221,7,19
2015,12,29,AA,SFO,CLT,JFK,-2,553,-19,803,33,29
2015,12,31,AA,SFO,DFW,JFK,5,1026,-19,1149,-1,-32
2015,12,31,AA,SFO,DFW,JFK,-4,1515,-30,1656,1,-10
2015,12,8,AA,SFO,MIA,JFK,-1,1508,0,1657,2,-10
2015,12,8,AA,SFO,LAX,JFK,-7,804,-28,1036,-4,-13
2015,12,8,AA,SFO,LAX,JFK,14,1140,2,1412,-3,-10
2015,12,8,AA,SFO,LAX,JFK,14,1140,2,1337,22,23
2015,12,8,AA,SFO,LAX,JFK,34,1635,36,1758,73,60
2015,12,8,AA,SFO,LAX,JFK,-3,1954,-5,2221,-9,-20
2015,12,8,AA,SFO,LAX,JFK,-3,1954,-5,2128,-2,9
2015,12,8,AA,SFO,LAX,JFK,-5,2048,-13,2324,-6,-2
2015,12,8,AA,SFO,LAX,JFK,-5,2048,-13,2221,-9,-20
2015,12,8,AA,SFO,LAX,JFK,-8,2145,-16,2324,-6,-2
2015,12,10,AA,SFO,ORD,JFK,-4,1047,-30,1240,0,-10
2015,12,10,AA,SFO,ORD,JFK,-3,1531,-38,1828,-7,-14
2015,12,10,B6,SFO,FLL,JFK,55,1947,67,2110,5,-5
2015,12,10,AA,SFO,ORD,JFK,-1,1655,-44,1828,-7,-14
2015,12,10,B6,SFO,LAS,JFK,45,1940,41,2153,-2,-27
2015,12,11,DL,SFO,ATL,JFK,-1,1311,-20,1442,2,-1
2015,12,11,DL,SFO,ATL,JFK,5,1505,-12,1735,0,-2
2015,12,11,DL,SFO,ATL,JFK,2,1608,-27,1735,0,-2
2015,12,11,AA,SFO,LAX,JFK,62,1249,71,1437,22,7
2015,12,11,DL,SFO,ATL,JFK,1,1924,-19,2043,-2,7
2015,12,11,AA,SFO,LAX,JFK,3,1957,-2,2228,-2,-15
2015,12,11,AA,SFO,LAX,JFK,3,1957,-2,2129,-1,-17
2015,12,11,AA,SFO,LAX,JFK,6,2200,-1,2329,-1,-15
2015,12,11,DL,SFO,ATL,JFK,6,633,11,810,0,5
2015,12,13,B6,SFO,LAS,JFK,-5,841,-29,1140,-5,-17
2015,12,14,DL,SFO,ATL,JFK,0,1318,-13,1542,62,73
2015,12,27,AA,SFO,CLT,JFK,22,1959,47,2228,14,6
2015,12,27,AA,SFO,CLT,JFK,1,2128,18,2228,14,6
2015,12,27,B6,SFO,LGB,JFK,45,2115,37,2330,130,125
2015,12,27,AA,SFO,CLT,JFK,5,640,28,917,2,24
2015,12,29,VX,SFO,LAX,JFK,-3,909,-11,1128,48,16
2015,12,29,AA,SFO,DFW,JFK,-2,1523,-22,1657,2,-24
2015,12,29,VX,SFO,LAX,JFK,2,1237,-8,1345,5,-11
2015,12,29,VX,SFO,LAX,JFK,3,1412,-3,1553,3,-22
2015,12,29,VX,SFO,LAX,JFK,39,1940,35,2149,14,-9
2015,12,29,AS,SFO,SEA,JFK,-6,1959,-15,2133,3,-17
2015,12,29,VX,SFO,LAX,JFK,-1,1940,-10,2149,14,-9
2015,12,29,VX,SFO,LAX,JFK,-3,2054,4,2341,31,7
2015,12,29,VX,SFO,LAX,JFK,11,2232,22,2341,31,7
2015,12,16,DL,SFO,LAX,JFK,0,940,5,1150,20,11
2015,12,16,DL,SFO,LAX,JFK,9,1107,37,1405,0,-18
2015,12,16,DL,SFO,LAX,JFK,-2,1240,15,1405,0,-18
2015,12,16,DL,SFO,LAX,JFK,39,1349,29,1555,-5,-36
2015,12,16,DL,SFO,LAX,JFK,5,2023,-7,2254,-1,-28
2015,12,16,DL,SFO,LAX,JFK,5,2023,-7,2129,-1,-26
2015,12,17,B6,SFO,BOS,JFK,16,541,1,742,-5,-8
2015,12,18,AA,SFO,ORD,JFK,0,1113,-4,1236,-4,-7
2015,12,18,AA,SFO,ORD,JFK,16,1612,3,1829,-6,49
2015,12,19,AA,SFO,PHX,JFK,0,851,-7,1033,33,1
2015,12,19,AA,SFO,PHX,JFK,-2,1206,-4,1332,2,-14
2015,12,19,AA,SFO,PHX,JFK,-4,1503,0,1637,-3,-26
2015,12,19,AA,SFO,PHX,JFK,-3,1954,-9,2230,0,-20
2015,12,21,B6,SFO,LAS,JFK,-1,938,5,1207,-1,-9
2015,12,21,B6,SFO,FLL,JFK,306,1123,300,1409,42,36
2015,12,27,AA,SFO,LAX,JFK,0,745,-16,1035,-5,0
2015,12,27,AA,SFO,LAX,JFK,0,745,-16,910,10,0
2015,12,27,AA,SFO,MIA,JFK,45,1517,19,1724,30,37
2015,12,27,AA,SFO,MIA,JFK,9,2046,4,2226,117,100
2015,12,27,VX,SFO,LAS,JFK,121,2202,117,2309,59,75
2015,12,27,AA,SFO,LAX,JFK,-4,2001,-13,2237,7,-4
2015,12,27,AA,SFO,LAX,JFK,-4,2001,-13,2127,-3,-11
2015,12,27,AA,SFO,MIA,JFK,40,612,24,854,-1,-18
2015,12,29,B6,SFO,LAS,JFK,2,923,-10,1214,6,-8
2015,12,29,B6,SFO,LAS,JFK,10,1857,1,2141,6,-15
2015,12,30,DL,SFO,ATL,JFK,14,1353,5,1543,58,41
2015,12,30,DL,SFO,ATL,JFK,3,1916,-32,2112,27,8
2015,12,30,DL,SFO,ATL,JFK,3,1916,-32,2032,172,148
2015,12,30,DL,SFO,ATL,JFK,5,611,-11,839,14,-3
2015,12,7,B6,SFO,BOS,JFK,26,612,32,746,-1,-5
2015,12,8,AA,SFO,CLT,JFK,-9,744,-21,912,-3,-16
2015,12,8,AA,SFO,CLT,JFK,-10,1906,-6,2010,0,1
2015,12,8,AA,SFO,CLT,JFK,-5,603,-9,726,-4,-16
2015,12,11,AA,SFO,CLT,JFK,13,746,-19,916,1,-2
2015,12,11,AA,SFO,CLT,JFK,-9,1850,-22,2009,-1,15
2015,12,11,AA,SFO,CLT,JFK,-3,2109,-1,2212,-2,1
2015,12,13,AA,SFO,DFW,JFK,-5,1025,-20,1155,5,-1
2015,12,13,VX,SFO,LAX,JFK,-3,921,1,1209,89,62
2015,12,13,VX,SFO,LAX,JFK,54,1335,50,1557,7,11
2015,12,13,VX,SFO,LAX,JFK,54,1335,50,1444,64,42
2015,12,13,AS,SFO,SEA,JFK,11,1849,9,2127,-3,-18
2015,12,13,VX,SFO,LAX,JFK,109,2113,138,2331,21,15
2015,12,13,AS,SFO,SEA,JFK,-12,2012,-2,2127,-3,-18
2015,12,13,VX,SFO,LAX,JFK,13,2052,47,2331,21,15
2015,12,13,VX,SFO,LAX,JFK,29,2139,49,2331,21,15
2015,12,13,B6,SFO,BOS,JFK,-6,1620,-10,1844,3,3
2015,12,28,DL,SFO,LAX,JFK,-1,717,-13,846,6,-31
2015,12,28,DL,SFO,LAX,JFK,-2,922,-13,1129,-1,-11
2015,12,28,DL,SFO,LAX,JFK,-4,1129,9,1405,-5,16
2015,12,28,DL,SFO,LAX,JFK,-4,1129,9,1259,-1,-33
2015,12,28,DL,SFO,LAX,JFK,13,1348,28,1625,0,-12
2015,12,28,DL,SFO,LAX,JFK,28,1942,12,2129,-1,-26
2015,12,1,DL,SFO,LAX,JFK,-3,938,6,1139,9,-15
2015,12,1,DL,SFO,LAX,JFK,13,1226,1,1412,7,-23
2015,12,1,DL,SFO,LAX,JFK,-3,1309,-11,1557,-3,-6
2015,12,1,DL,SFO,LAX,JFK,-3,1309,-11,1412,7,-23
2015,12,1,DL,SFO,LAX,JFK,-4,2011,-19,2253,-2,-15
2015,12,1,DL,SFO,LAX,JFK,-4,2011,-19,2131,1,-26
2015,12,1,DL,SFO,LAX,JFK,-1,2128,1,2253,-2,-15
2015,12,7,B6,SFO,BOS,JFK,5,1648,18,1946,-6,-13
2015,12,7,B6,SFO,BOS,JFK,5,1648,18,1843,2,1
2015,12,10,B6,SFO,BOS,JFK,-6,1604,-26,1842,1,-17
2015,12,10,B6,SFO,BOS,JFK,29,600,20,744,-3,-2
2015,12,8,VX,SFO,LAX,JFK,3,816,-4,1054,14,15
2015,12,8,VX,SFO,LAX,JFK,-4,910,-10,1054,14,15
2015,12,8,VX,SFO,LAX,JFK,-7,1235,-10,1336,-4,5
2015,12,8,VX,SFO,LAX,JFK,-8,1355,-20,1547,-3,20
2015,12,8,AS,SFO,SEA,JFK,30,2052,38,2157,27,-6
2015,12,8,VX,SFO,LAX,JFK,0,2018,13,2309,-1,0
2015,12,8,VX,SFO,LAX,JFK,-5,2041,-9,2309,-1,0
2015,12,11,AA,SFO,MIA,JFK,0,1452,-16,1649,-6,15
2015,12,11,VX,SFO,LAS,JFK,2,2035,25,2206,-4,-35
2015,12,13,B6,SFO,FLL,JFK,206,1028,208,1322,-3,-15
2015,12,14,AA,SFO,MIA,JFK,-3,1457,-11,1730,35,34
2015,12,14,AA,SFO,LAX,JFK,-8,817,-15,1035,-5,-22
2015,12,14,AA,SFO,LAX,JFK,-14,1952,-7,2228,-2,-40
2015,12,14,AA,SFO,LAX,JFK,-14,1952,-7,2145,15,6
2015,12,14,AA,SFO,LAX,JFK,-6,2120,19,2228,-2,-40
2015,12,17,DL,SFO,DTW,JFK,1,1921,11,2042,55,35
2015,12,23,DL,SFO,LAX,JFK,32,748,18,852,12,9
2015,12,23,DL,SFO,LAX,JFK,-4,1129,9,1412,2,26
2015,12,23,DL,SFO,LAX,JFK,-4,1129,9,1317,17,10
2015,12,23,DL,SFO,LAX,JFK,69,2048,78,2311,16,20
2015,12,23,DL,SFO,LAX,JFK,23,2158,28,2311,16,20
2015,12,7,B6,SFO,LAS,JFK,33,1924,25,2158,3,19
2015,12,12,B6,SFO,BOS,JFK,10,539,-1,743,-4,-8
2015,12,27,DL,SFO,ATL,JFK,6,822,27,1022,-3,-5
2015,12,27,DL,SFO,ATL,JFK,76,1623,82,1810,30,23
2015,12,27,DL,SFO,ATL,JFK,0,1951,3,2105,20,20
2015,12,27,DL,SFO,ATL,JFK,14,536,30,829,4,10
2015,12,27,DL,SFO,ATL,JFK,1,643,21,829,4,10
2015,12,28,AA,SFO,ORD,JFK,-5,1609,121,1727,287,276
2015,12,29,AA,SFO,PHX,JFK,1,1502,-6,1637,-3,-26
2015,12,15,DL,SFO,MSP,JFK,0,537,-3,706,-4,-27
2015,12,18,AA,SFO,CLT,JFK,-3,803,-2,924,9,-3
2015,12,18,AA,SFO,CLT,JFK,9,1859,-13,2045,35,31
2015,12,18,AA,SFO,CLT,JFK,16,2122,12,2237,23,15
2015,12,18,AA,SFO,CLT,JFK,8,557,-15,740,10,-5
2015,12,20,AA,SFO,DFW,JFK,-2,1029,-16,1152,2,-19
2015,12,20,AA,SFO,DFW,JFK,-6,1521,-24,1715,20,13
2015,12,16,AA,SFO,DFW,JFK,-3,1028,-17,1150,0,-25
2015,12,16,AA,SFO,DFW,JFK,-1,1550,-10,1703,3,-17
2015,12,17,AA,SFO,MIA,JFK,3,836,-14,949,-1,-18
2015,12,17,AA,SFO,MIA,JFK,17,1451,-7,1740,46,52
2015,12,17,AA,SFO,MIA,JFK,10,2034,-8,2214,-1,-5
2015,12,17,VX,SFO,LAS,JFK,-4,2006,-4,2231,21,6
2015,12,17,AA,SFO,MIA,JFK,2,540,-8,714,4,7
2015,12,19,B6,SFO,FLL,JFK,-3,1905,19,2113,-2,1
2015,12,19,B6,SFO,LAS,JFK,-3,1842,-14,2140,5,-1
2015,12,19,B6,SFO,FLL,JFK,23,639,16,831,17,36
2015,12,20,DL,SFO,ATL,JFK,5,739,-16,1026,1,-7
2015,12,20,DL,SFO,ATL,JFK,14,1342,-6,1506,21,12
2015,12,20,DL,SFO,ATL,JFK,9,1459,-2,1758,18,8
2015,12,28,AA,SFO,CLT,JFK,35,1948,36,2217,3,0
2015,12,28,B6,SFO,LGB,JFK,6,2033,-5,2202,42,31
2015,12,28,AA,SFO,CLT,JFK,-5,556,-16,730,0,-17
2015,12,30,AA,SFO,DFW,JFK,13,1036,-9,1147,-3,-13
2015,12,30,VX,SFO,LAX,JFK,-3,806,-14,1044,4,-23
2015,12,30,VX,SFO,LAX,JFK,0,913,-7,1044,4,-23
2015,12,30,AA,SFO,DFW,JFK,-5,1514,-31,1653,-2,-19
2015,12,30,VX,SFO,LAX,JFK,0,1239,-6,1343,3,1
2015,12,30,VX,SFO,LAX,JFK,-3,1418,3,1549,-1,-14
2015,12,30,VX,SFO,LAX,JFK,38,1939,34,2151,16,6
2015,12,30,VX,SFO,LAX,JFK,26,2019,29,2151,16,6
2015,12,30,AS,SFO,SEA,JFK,-2,2135,0,2321,111,86
2015,12,30,VX,SFO,LAX,JFK,2,2059,9,2336,26,-10
2015,12,31,DL,SFO,ATL,JFK,-2,1321,-26,1445,0,-20
2015,12,31,DL,SFO,ATL,JFK,7,1442,-16,1737,-3,-16
2015,12,31,DL,SFO,ATL,JFK,-6,1607,-32,1737,-3,-16
2015,12,31,DL,SFO,ATL,JFK,-4,1915,-30,2048,3,-16
2015,12,31,DL,SFO,ATL,JFK,3,559,-21,834,9,-7
2015,12,9,AA,SFO,ORD,JFK,-7,1052,-25,1235,-5,-14
2015,12,9,AA,SFO,ORD,JFK,-6,1533,-36,1833,-2,-13
2015,12,9,AA,SFO,ORD,JFK,-2,1709,-30,1833,-2,-13
2015,12,10,AA,SFO,PHX,JFK,-5,835,-23,957,-3,-17
2015,12,10,AA,SFO,PHX,JFK,-7,1208,-2,1328,-2,8
2015,12,10,AA,SFO,PHX,JFK,-4,1520,12,1635,-5,-29
2015,12,30,DL,SFO,LAX,JFK,3,721,-9,847,7,-27
2015,12,30,DL,SFO,LAX,JFK,0,1215,55,1410,0,-36
2015,12,30,DL,SFO,LAX,JFK,72,1436,76,1635,10,-20
2015,12,30,DL,SFO,LAX,JFK,79,2042,72,2337,42,2
2015,12,10,DL,SFO,MSP,JFK,-4,513,-27,707,-3,-28
2015,12,13,AA,SFO,CLT,JFK,0,1727,42,2017,7,29
2015,12,13,AA,SFO,CLT,JFK,27,1930,18,2229,15,8
2015,12,27,DL,SFO,LAX,JFK,114,1128,113,1335,35,22
2015,12,27,DL,SFO,LAX,JFK,-4,1141,21,1335,35,22
2015,12,27,DL,SFO,LAX,JFK,-6,1312,-8,1522,72,51
2015,12,27,DL,SFO,LAX,JFK,99,2102,92,2307,12,24
2015,12,14,AA,SFO,DFW,JFK,-1,1536,-24,1709,9,16
2015,12,15,AA,SFO,MIA,JFK,2,1457,-11,1654,-1,-20
2015,12,15,AA,SFO,LAX,JFK,1,822,-10,1033,-7,-34
2015,12,15,AA,SFO,LAX,JFK,-7,1120,-18,1311,-4,-31
2015,12,15,AA,SFO,LAX,JFK,-7,1120,-18,1234,19,-3
2015,12,15,AA,SFO,LAX,JFK,-3,1537,-22,1639,-6,-26
2015,12,15,AA,SFO,LAX,JFK,-8,1942,-17,2225,-5,-43
2015,12,15,AA,SFO,LAX,JFK,-8,1942,-17,2126,-4,-8
2015,12,15,AA,SFO,LAX,JFK,-3,2047,-14,2325,-5,-18
2015,12,15,AA,SFO,LAX,JFK,-3,2047,-14,2225,-5,-43
2015,12,15,AA,SFO,LAX,JFK,-6,2143,-18,2325,-5,-18
2015,12,17,B6,SFO,FLL,JFK,5,1900,20,2115,85,61
2015,12,18,DL,SFO,ATL,JFK,-4,1315,-16,1435,-5,-31
2015,12,18,DL,SFO,ATL,JFK,3,1631,-4,1822,47,31
2015,12,18,DL,SFO,ATL,JFK,1,1919,-24,2048,3,-11
2015,12,26,B6,SFO,FLL,JFK,2,641,18,854,-6,-15
2015,12,26,B6,SFO,FLL,JFK,2,641,18,814,0,-4
2015,12,18,DL,SFO,SLC,JFK,143,2121,134,2359,19,-12
2015,12,18,B6,SFO,BOS,JFK,102,714,86,929,-1,-2
2015,12,18,B6,SFO,BOS,JFK,35,843,19,1111,36,45
2015,12,21,B6,SFO,BOS,JFK,-3,1611,-18,1842,1,-8
2015,12,21,B6,SFO,BOS,JFK,177,852,184,1033,-2,-6
2015,12,22,AA,SFO,CLT,JFK,209,1115,190,1342,33,44
2015,12,22,AA,SFO,CLT,JFK,169,1946,181,2220,6,-4
2015,12,22,AA,SFO,CLT,JFK,32,1945,33,2220,6,-4
2015,12,22,AA,SFO,CLT,JFK,19,654,42,922,7,11
2015,12,24,VX,SFO,LAX,JFK,18,847,27,1037,-3,-45
2015,12,24,VX,SFO,LAX,JFK,11,1426,11,1605,10,-15
2015,12,24,AS,SFO,SEA,JFK,-6,1953,-21,2137,7,-7
2015,12,24,VX,SFO,LAX,JFK,15,1953,8,2141,6,-8
2015,12,24,VX,SFO,LAX,JFK,61,2040,50,2141,6,-8
2015,12,29,B6,SFO,FLL,JFK,-7,1915,29,2126,11,-5
2015,12,29,B6,SFO,FLL,JFK,-7,1915,29,2204,226,206
2015,12,29,AA,SFO,ORD,JFK,-1,1733,-7,1917,42,9
2015,12,29,B6,SFO,FLL,JFK,25,653,30,854,-6,1
2015,12,29,B6,SFO,FLL,JFK,25,653,30,801,-4,-4
2015,12,30,AA,SFO,LAX,JFK,-2,749,-12,1043,3,-36
2015,12,30,AA,SFO,LAX,JFK,-2,749,-12,856,-4,-19
2015,12,30,AA,SFO,MIA,JFK,-3,1432,-26,1657,3,10
2015,12,30,AA,SFO,MIA,JFK,-8,2018,-24,2141,12,-17
2015,12,30,VX,SFO,LAS,JFK,20,2021,16,2233,23,-1
2015,12,30,AA,SFO,LAX,JFK,-5,1955,-19,2255,25,-27
2015,12,30,AA,SFO,LAX,JFK,-5,1955,-19,2151,21,4
2015,12,30,VX,SFO,LAS,JFK,-3,2116,-4,2233,23,-1
2015,12,30,AA,SFO,MIA,JFK,3,525,-23,711,1,4
2015,12,10,AA,SFO,DFW,JFK,-7,1020,-25,1150,0,-12
2015,12,10,VX,SFO,LAX,JFK,-5,812,-8,1041,1,-7
2015,12,10,VX,SFO,LAX,JFK,-7,936,16,1041,1,-7
2015,12,10,AA,SFO,DFW,JFK,-5,1557,-3,1657,-3,1
2015,12,10,VX,SFO,LAX,JFK,3,1250,5,1549,-1,-15
2015,12,10,VX,SFO,LAX,JFK,-3,1411,-4,1549,-1,-15
2015,12,10,AS,SFO,SEA,JFK,-9,1836,-4,2128,-2,-20
2015,12,10,VX,SFO,LAX,JFK,-5,2050,0,2311,1,-30
2015,12,14,B6,SFO,LAS,JFK,-6,911,1,1149,4,-21
2015,12,14,AA,SFO,ORD,JFK,26,1612,3,1843,8,21
2015,12,14,B6,SFO,FLL,JFK,13,1850,10,2057,67,67
2015,12,14,AA,SFO,ORD,JFK,-2,1718,-21,1843,8,21
2015,12,14,B6,SFO,FLL,JFK,8,710,10,823,-5,-4
2015,12,18,DL,SFO,DTW,JFK,-1,1846,-24,2053,66,55
2015,12,19,DL,SFO,SLC,JFK,13,1606,1,1722,7,-14
2015,12,22,B6,SFO,BOS,JFK,-3,1620,-9,1911,31,20
2015,12,22,B6,SFO,BOS,JFK,28,601,13,723,0,-7
2015,12,25,DL,SFO,LAX,JFK,-1,828,-2,958,78,81
2015,12,25,DL,SFO,LAX,JFK,-2,1322,-8,1611,121,90
2015,12,25,DL,SFO,LAX,JFK,68,2124,56,2246,1,-14
2015,12,4,B6,SFO,BOS,JFK,1,1651,21,1950,-2,-5
2015,12,4,B6,SFO,BOS,JFK,1,1651,21,1835,-6,-7
2015,12,4,B6,SFO,BOS,JFK,-5,543,3,738,-9,-17
2015,12,4,B6,SFO,BOS,JFK,-5,543,3,646,-4,-13
2015,12,4,B6,SFO,BOS,JFK,-9,813,-11,1057,-2,-5
2015,12,5,DL,SFO,MSP,JFK,-4,518,-20,712,2,-11
2015,12,20,DL,SFO,LAX,JFK,66,1441,81,1651,26,-2
2015,12,20,DL,SFO,LAX,JFK,128,1927,127,2142,12,7
2015,12,20,DL,SFO,LAX,JFK,166,2211,161,2356,-3,-9
2015,12,20,DL,SFO,LAX,JFK,166,2211,161,2324,29,8
2015,12,26,B6,SFO,BOS,JFK,20,611,23,732,9,6
2015,12,14,DL,SFO,ATL,JFK,0,1623,-12,1810,35,26
2015,12,14,DL,SFO,ATL,JFK,-1,1925,-18,2045,0,0
2015,12,14,DL,SFO,ATL,JFK,-9,628,6,815,5,0
2015,12,16,AA,SFO,PHX,JFK,0,1153,-17,1327,-3,-30
2015,12,16,AA,SFO,PHX,JFK,0,1452,-16,1632,-8,-33
2015,12,16,AA,SFO,PHX,JFK,-7,1949,-14,2230,0,-15
2015,12,20,DL,SFO,LAX,JFK,2,718,-12,909,29,0
2015,12,20,DL,SFO,LAX,JFK,-1,1124,4,1335,35,27
2015,12,5,VX,SFO,LAX,JFK,-5,811,-9,1036,-4,-7
2015,12,5,VX,SFO,LAX,JFK,-2,909,-11,1036,-4,-7
2015,12,5,VX,SFO,LAX,JFK,-3,1233,-12,1339,-1,2
2015,12,5,AS,SFO,SEA,JFK,-4,1835,-3,2130,0,-23
2015,12,5,AS,SFO,SEA,JFK,-16,1943,-26,2130,0,-23
2015,12,11,AA,SFO,DFW,JFK,-3,1038,-7,1154,4,3
2015,12,12,AA,SFO,MIA,JFK,-2,1459,-9,1647,-8,-16
2015,12,12,AA,SFO,LAX,JFK,-5,813,-19,1037,-3,-20
2015,12,12,AA,SFO,LAX,JFK,5,1130,-8,1411,-4,-7
2015,12,12,AA,SFO,LAX,JFK,5,1130,-8,1313,-2,-12
2015,12,12,AA,SFO,LAX,JFK,-1,1943,-16,2224,-6,-21
2015,12,12,AA,SFO,LAX,JFK,-1,1943,-16,2125,-5,4
2015,12,12,AA,SFO,LAX,JFK,-6,2033,-28,2322,-8,-15
2015,12,12,AA,SFO,LAX,JFK,-6,2033,-28,2224,-6,-21
2015,12,12,AA,SFO,LAX,JFK,17,2201,0,2322,-8,-15
2015,12,28,AA,SFO,PHX,JFK,-3,843,-15,959,-1,-16
